masked_acct,Vintage,ChargeOffMOB,BalanceAtDefault,FICOScore,FICOScorePctAvgFICOLast30DaysBookedLoans,NewUsedIndicator,VehicleManufacturerRebate,VehicleValueBlackBook,MoodysGDPReal,FinancedAmt,CashDownPmt,CashDownPmtPctBBVehicleValue,PaymentAmt,PaymentToFinancedAmtRatio,PTILine5,BackendTotalAmt,TotalDownPmt,rate_recovery
1899e5617e00d1cc8a7db519c648cb2b,201503,26,11263.84,496,0.9182,0,0,10050,1606.13,14050,3000,0.2985,325.53,0.0232,0.0824,2500,3000,0.2804
18abd546e43675e31efc8ebd5d92ea93,201511,5,13398.84,510,0.9632,0,0,10425,230.52,13712,1250,0.1199,394.01,0.0287,0.1231,795,1250,0
18bae6617f1faf086f4534adfe5cd3f1,201708,9,15213.08,493,0.937,0,0,14200,894.62,15263.0801,0,0,352.62,0.0231,0.142,699,3399,0.436
18d4f14f56d2358a53a15c2bad864f42,201701,9,10703.92,522,1.0032,0,0,7525,191.54,10981.6201,1000,0.1329,249.88,0.0228,0.0922,695,2900,0.5862
18e0fbc35eb3de1278738485c73c6477,201504,36,12374.83,532,0.9792,0,0,14875,69.94,15225,4000,0.2689,365.46,0.024,0.1589,0,4000,0.0827
18e1342cef86a6998f136067e491a0ec,201505,38,11228.44,531,0.9705,0,0,11800,1588.76,15321.8604,2000,0.1695,352.04,0.023,0.088,0,2000,0.3968
18e4cdd7eebc488849a29ce43b680c5d,201509,17,17930.35,533,0.9768,1,1500,12750,91.26,18815.9199,0,0,456.31,0.0243,0.0996,799,1500,0.4001
18ed6df528b60442e8a822ea82e96eed,201611,8,16470.12,577,1.1048,0,0,10150,321.85,16470.1191,2000,0.197,407.64,0.0248,0.1495,300,2000,0.4985
18f083da8afd6844cbe07cd75d234f2d,201512,7,16302.46,531,1.0116,0,0,11950,312.32,16302.46,2000,0.1674,403.37,0.0247,0.0719,0,2000,0
18f85d35f5320aedea209e8447d5563d,201707,14,16276,,,0,0,9750,1644.5,17155,725,0.0744,394.16,0.023,0.0728,2271,725,0.0988
18fc3593765032e97d08a5dbf02d7485,201508,24,18034.2,492,0.9038,1,1000,11550,232.42,20336,1000,0.0866,449.56,0.0221,0.1665,795,1000,0.3672
1901635ed67e0ff8a72bde9ba3b8f982,201611,23,20293.73,,,1,3822.75,12650,227.63,23364.5195,3000,0.2372,523.26,0.0224,0.1254,2000,3000,0.2627
191eb9914dca20a1e11b1df49eefa5bb,201606,15,4677.93,402,0.7684,0,0,4700,68.83,5150.3501,0,0,169.57,0.0329,0.0871,0,6281,0.5509
07094d9737f5f82174a2118ff86a6119,201603,33,10141.2,474,0.9188,0,0,8425,451.7,13201.7695,600,0.0712,379.65,0.0288,0.1154,2000,800,0.1434
0716992b2a41dae0e12957c12eee4e3c,201510,15,12337.74,531,0.9858,0,0,8850,313.88,13187,1500,0.1695,329.08,0.025,0.1313,2400,1500,0.6335
071e487c24d18a1a49ecaa7e4a6222be,201603,19,15315.22,462,0.8945,0,0,14050,743.33,17009.1895,4000,0.2847,385.94,0.0227,0.1901,795,4000,0.7359
072471070649699d84135d54bcae3143,201707,4,19176.98,538,1.0319,1,2500,11625,483.59,19176.9805,1000,0.086,440.62,0.023,0.1062,2720,1000,0.5749
072ec95a0c806aefc04af4be9b5136c4,201502,13,19327.4,,,1,1500,12650,820.81,20619.0293,1500,0.1186,429.95,0.0209,0.1483,799,1500,0.0329
073014982d7aed56d834ce3f2b3b9093,201604,12,22394.72,507,0.9801,1,3250,17325,1595.24,23418.6992,2500,0.1443,538.08,0.023,0.1774,2795,2500,0.4863
073614705f19591ba539609e6713589a,201505,8,19599.95,,,1,1500,12750,276.97,19599.9492,0,0,467.58,0.0239,0.1375,800,1000,0.034
073ea142dd8528d70a9cb455e8f16132,201603,19,13995.17,,,1,1000,10750,850.44,16248.0195,1675,0.1558,361.98,0.0223,0.1423,800,1675,0.6096
073eff90dd2cb66e45efbf6b32b508ad,201602,6,12899,,,1,1000,9200,193.71,12899,0,0,279.71,0.0217,0.0814,0,2000,0.7316
0743c603ae0037be092d57d6c5c78728,201511,22,11634.27,569,1.0835,0,0,9475,850.41,14356.6904,2500,0.2639,329.81,0.023,0.0874,795,2500,0.6098
074c405b5437433eaa6d4cccd508aae4,201610,8,18446.21,541,1.0371,0,0,14075,184.11,18757.0391,2300,0.1634,464.19,0.0247,0.1261,2695,2300,0.8418
07552d90976bca8320d80578598af862,201603,6,19777.01,470,0.908,1,2000,13400,1595.01,19777.0098,2000,0.1493,454.41,0.023,0.1179,800,2000,0.5801
07622dbb7059c4d11c66a0f05bb526ea,201507,16,16919.83,540,0.9928,0,0,13850,443.57,18234.0391,2000,0.1444,442.05,0.0242,0.1524,0,2000,0.4823
0772df015407db828984179f805c7f18,201505,34,14133.95,,,1,3500,16725,680.28,17803.5,1000,0.0598,369.24,0.0207,0.1587,795,1000,0.483
0778aa629c3a2a7577ef1c4472903bdf,201610,21,19751.57,589,1.1255,1,1500,15425,1604.33,21768.4707,4500,0.2917,478.37,0.022,0.1705,2500,4500,0.7028
0799955a28d5733bc2436f82bdb168f4,201603,19,18458.63,564,1.0936,1,2500,14125,192.75,20683,620,0.0439,460.38,0.0223,0.1746,795,1120,0.4812
07a07c9495e140b1c3df6a26bc10fce4,201603,26,12331.97,,,0,0,9100,850.44,13400.8799,1500,0.1648,335.18,0.025,0.1496,799,1500,0.3584
07b149cee64c659329dc9d9774608038,201803,5,26222.95,516,0.9857,1,2500,22450,1684.42,26307.3594,15000,0.6682,668.21,0.0254,0.1798,1458,15000,0.7277
07c1e1c4a88fbdcf252157a03e8aec79,201710,8,13400.2,,,0,0,9500,900.7,13680.8096,1500,0.1579,377.27,0.0276,0.1653,1221,1500,0.515
07ccbc75be76b40e45df7f1308c25ff4,201703,6,12287.35,447,0.8598,0,0,8500,456.09,12450,4200,0.4941,338.7,0.0272,0.1628,2194.98,4200,0.7247
07d22a02ffe4a52d6e32cd7fe691d687,201607,4,29424.71,591,1.1303,1,5500,15700,867.48,29713.4297,500,0.0318,657.54,0.0221,0.1566,795,2700,0.4864
07e8d617669daf0ae5e9eec76e672f54,201709,9,21331,502,0.9597,1,0,11975,897.32,21745.5,3000,0.2505,459.67,0.0211,0.1589,2716,3000,0.5548
07f4338af2e9adad91163e406c1e0bb4,201608,18,14597.95,,,1,1250,8875,692.14,15532.71,0,0,354.68,0.0228,0.1441,799,2113,0.3927
07f9f8117ec807ac5620930e34fd7a65,201510,11,23975.47,478,0.8947,1,0,15225,748.95,24759.9902,3500,0.2299,600.28,0.0242,0.0903,2825,3500,0.535
07ff38992547f5248e710c37b1c9d973,201604,10,15760.45,,,0,0,12700,190.3,16409.0391,1500,0.1181,428.29,0.0261,0.1477,2795,1500,0.5593
0809aa9eb19ad4b0f2b4192cd8d0c8e2,201512,8,13220.7,559,1.0681,0,0,7575,182.13,13289,1225,0.1617,355.9,0.0268,0.1157,2000,1225,0.61
081715c70ef760c76fb676877b17ffdf,201609,19,16235.04,,,0,0,14450,227.55,18258.3301,0,0,446.37,0.0244,0.1449,0,1800,0.6941
081a2e9bb815627abd86029cf11d782b,201606,9,10904.27,548,1.0468,0,0,7750,182.4,11070.5195,2000,0.2581,315.03,0.0285,0.137,795,2000,0.567
082ba4e55f5c32f33baa545ff8f62eb6,201506,4,21233.19,680,1.2408,0,0,13275,837.5,21233.1895,3000,0.226,437.14,0.0206,0.1249,795,3000,0.6201
0834170bd578bedc8508c2bbde658394,201703,19,14513.3,489,0.9481,0,0,10075,189.32,16444,2000,0.1985,448.72,0.0273,0.161,2895,2000,0.0417
083b71ebc58c7472ec68d35284b5d2da,201603,7,18399.32,542,1.0475,1,750,13050,850.44,18399.3203,3000,0.2299,406.75,0.0221,0.1471,699,3000,0.604
083de69edcbdd9a12fcbd1d28c10bea8,201601,13,15127.06,,,0,0,11750,456.16,15638.75,2500,0.2128,366.19,0.0234,0.078,700,2500,0.4429
0840f3f83ef9a598da3da0efd96c8300,201704,20,20520.56,453,0.8776,0,0,16050,748,22155.5508,1500,0.0935,546.86,0.0247,0.1119,2690,1500,0.5946
0848169bfb6dce6b070ef591ae04dc8f,201604,15,11588.96,,,0,0,7975,228.6,11755,2200,0.2759,280.54,0.0239,0.1559,795,2200,0.422
0853f9bbf2c8f561e38506a2b3c722fb,201711,8,24045.76,524,0.9987,0,0,18200,194.66,24045.7598,2500,0.1374,639.23,0.0266,0.0905,700,2500,0.5996
085ddeb9e28618487785f779262c068a,201503,5,16312.97,,,1,1000,11425,187.24,16502,1000,0.0875,362.67,0.022,0.0687,0,1000,0.5468
08691d25d764cae480f76cea73a4e08f,201806,5,18384.83,529,1.0041,1,500,9225,525.94,18384.8301,1250,0.1355,485.9,0.0264,0.1649,1900,1250,0.5759
086bb73ae408cf7d5cacba8848118866,201611,18,12858.43,486,0.9309,1,0,9825,227.63,13892,3000,0.3053,307.57,0.0221,0.1382,0,3000,0.5783
0874796b75534331046b08b8aaec42f1,201504,17,14834.59,626,1.1516,0,0,13550,235.21,16025.46,2232.77,0.1648,347.69,0.0217,0.1439,0,2845.54,0.5356
089019f698a7e50b3faf7dee945284e6,201510,12,18830.33,470,0.8797,0,0,14650,1605.39,19566.9199,2000,0.1365,475.52,0.0243,0.0737,0,2000,0.5965
08a1b22fea9c46a4995585a9f64bc44a,201603,32,24132.47,552,1.0692,1,2000,14250,101.08,26490.0801,2500,0.1754,604.18,0.0228,0.1483,2795,2500,0.4039
08ac05fde0fc606ca8af1d0acee9e0d3,201605,18,15574.62,595,1.1384,1,3261.75,13825,190.82,16829,2000,0.1447,395.82,0.0235,0.1649,0,2000,0.6242
08ad987e6c80bc4facaf2a2b57e32fa5,201507,35,15076.13,413,0.7588,0,0,14400,232.89,18372.25,3500,0.2431,436.8,0.0238,0.0899,2750,3500,0.0566
08b3882f05cd9039d6345015b8aaa874,201502,8,14231.68,,,0,0,10725,236.33,14596.9102,3200,0.2984,322.09,0.0221,0.1387,2115,3200,0.6622
08b4048fc3be4dcb11b4966cb4b7b068,201611,5,32914.98,549,1.0545,1,5500,18000,877.19,32983.1719,1500,0.0833,734.17,0.0223,0.151,2797,-6616,0.5029
08bb78cb3fad39b448dd6cabcec318bd,201708,6,15398.1,493,0.9397,0,0,9525,695.41,15410.0898,900,0.0945,353.96,0.023,0.1042,3150,900,0.7227
08ca98e8df0602c0526bf0ad9236138a,201605,3,18717.64,,,0,0,14100,1593.87,18717.6406,1000,0.0709,502.17,0.0268,0.0909,2795,700,0.6672
08d89a90d9eca5e5673513f71678ea2b,201604,31,9047.56,496,0.9546,0,0,13975,311.33,11470.1201,6700,0.4794,276.12,0.0241,0.1441,0,6700,0.7079
08ec8146b37323e956ef8726403b9c67,201704,9,15806.56,567,1.0953,0,0,12525,90.84,15975.4102,1500,0.1198,383.06,0.024,0.1768,2000,1500,0.0664
08ff759b8f62afc719f20727d4da4690,201705,13,12862.82,458,0.879,0,0,10275,230.65,13190,3000,0.292,387.14,0.0294,0.1613,0,3000,0.6068
091308cad62da05235f7eb09e7ccbcbe,201611,11,14288.78,,,0,0,9975,1381.32,15019.5,1500,0.1504,357.59,0.0238,0.0677,850,1500,0.1816
0918335e8246d3f4de04ec62f7dcac4e,201508,35,11912.6,665,1.2198,0,0,11750,232.42,16605.9492,500,0.0426,388.87,0.0234,0.1496,2795,2600,0.6159
0925614ac51322923575e74d216c2e6e,201602,8,24382.15,586,1.1276,0,0,21975,1596.74,24847,3000,0.1365,563.72,0.0227,0.0492,0,3000,0.6728
09282400e153a580ee2ccef175af8c68,201702,9,11547.81,,,0,0,8850,1616.15,12029.1504,1500,0.1695,289.38,0.0241,0.1076,1899,1500,0.6666
09330448bd974d25b8b03c0491dc63ba,201501,45,9088.4,448,0.825,0,0,11875,237.76,13910.8701,4000,0.3368,382.2,0.0275,0.1531,2000,5200,0.3978
093b9ec240ae6532193a221c8bbe1016,201608,26,20029.79,495,0.9423,1,1500,14600,1601.02,22911.4004,1500,0.1027,526.42,0.023,0.1729,2800,-1771.44,0.2946
0945439bfd4a71ef06b1d6a85fd671f2,201510,8,13085.36,449,0.8235,1,1000,9400,580.36,13716.0996,0,0,341.41,0.0249,0.1374,1995,4500,0
0948582f4139c615723c13606ba63954,201503,15,14842.06,529,0.9792,0,0,10750,99.54,16349,1800,0.1674,401.07,0.0245,0.0396,2000,1800,0
094fe986655f020e35b63df1daa0a0da,201603,31,7044.82,455,0.8813,0,0,11150,311.32,8733,9900,0.8879,245.92,0.0282,0.1316,1170,9900,1
0953d8ac3b33b83fb00c5de028ccd6b1,201605,29,6691.95,587,1.1189,0,0,4200,582.1,7836.8301,500,0.119,231.93,0.0296,0.1221,1965,2000,0.0539
095416a2f7df85194c9dce63eff824c9,201506,15,9872.85,494,0.9092,0,0,8075,69.94,11014.5,2500,0.3096,353.03,0.0321,0.0469,0,4500,0.4728
095c97c05a93dfc3e2ca2949c34c2a7c,201607,9,11893.7,540,1.0325,0,0,8400,228.52,11893.7002,1500,0.1786,352.44,0.0296,0.1779,0,1500,0.3981
0963bdd70cb77f5d4ab5f456398dba1f,201506,9,20505.27,,,1,2000,12500,837.5,21015.2695,1000,0.08,464.84,0.0221,0.176,2272,1000,0.5829
0965ed62149b44c32b55519eb0b74db9,201604,12,21423.08,460,0.8833,0,0,18375,1595.24,22032.8105,7000,0.381,543.67,0.0247,0.1265,795,7000,0.0286
096a3c794970509cc4d5b363fa0172f5,201706,10,15048.71,605,1.1545,0,0,13525,593.02,15210.8799,0,0,386.8,0.0254,0.1722,0,1500,0.5785
0973d39614bbf487a53c8933260aa5e4,201705,15,17759.89,581,1.1088,0,0,15900,321.51,19959.9297,5000,0.3145,460.9,0.0231,0.0723,2506,5000,0.6546
0982e77059f39dd1422f1d645d5ad41c,201604,21,22871.59,535,1.0337,1,0,15475,448,25573.6191,1202,0.0777,537.28,0.021,0.1791,2575,1202,0.4296
098537994c57249b95eddc1f9ee8a7c7,201508,32,11023.36,,,0,0,7900,841.56,13353.96,1400,0.1772,324.26,0.0243,0.0872,795,1400,0.2838
09996fca8a8a9c8ad4d9628b6e423f21,201607,13,22436.4,474,0.9066,1,1000,16425,496.82,23254.2793,2000,0.1218,491.56,0.0211,0.0493,0,2000,0.5007
099eb5944dcd41e4c118c47f09b02749,201603,10,17533.14,547,1.0593,1,750,12900,1394.06,17729,2500,0.1938,433.48,0.0245,0.1626,0,2500,0.5795
09a986651582267a6441815c563cf730,201609,16,18864.9,533,1.0197,1,1000,10900,318.55,20532.2305,2750,0.2523,439.65,0.0214,0.1466,1956,1050,0.3593
09b07f573138c457b339a482b7a046cc,201603,6,12601,495,0.9592,0,0,7550,305.14,12601,865,0.1146,369.66,0.0293,0.1082,475,865,0.7009
09b551e50fd2957aebacb44729807b19,201511,35,16501.07,545,1.0339,1,3500,13850,,18842.6406,1000,0.0722,398.31,0.0211,0.1843,795,1000,0.3898
09bed5d28bdbf0428b368adf4cb8b337,201608,16,21721.24,480,0.917,1,3750,17625,321.27,23028.7305,2000,0.1135,512.6,0.0223,0.1127,2499,2700,0.3013
09c948c8b2df1511a8bf4d6bdb4d3ec9,201604,18,20158.32,621,1.1952,0,0,14950,744.86,22527.1504,2000,0.1338,485.55,0.0216,0.0848,2499,2000,0.4271
09cc1db862c91a1ff041ce7407bd4a83,201603,15,12348.17,,,0,0,10575,1394.06,13412.2305,3000,0.2837,307.04,0.0229,0.1035,0,3000,0.5696
09d5cf5104fd7ec74ee0b1ff8b098d7e,201606,9,15035.51,521,0.9972,0,0,11675,862.67,15358.4004,3500,0.2998,354.97,0.0231,0.1268,795,3500,0.7794
09d9ebf21d950ec9f9a49dbf308ac765,201506,28,14848.09,495,0.9135,0,0,13125,581.51,16691.8809,1600,0.1219,428.35,0.0257,0.1326,795,1600,0.4494
09e59511530e45f45c038af162c932bd,201703,20,23953.09,543,1.0441,0,0,27750,1419.58,26637.3809,10000,0.3604,594.44,0.0223,0.0546,2500,10000,0.0134
09ea630bbd8ac094b64accd095ea2c64,201610,13,8585.82,416,0.7939,0,0,10675,875.94,9440.7803,8000,0.7494,219.7,0.0233,0.0245,1951,8000,1
09ebc4a31f0942d6a122eaa9658e9cd1,201607,16,11420.72,474,0.9067,0,0,9025,1597.84,12857.79,1500,0.1662,310.53,0.0242,0.0765,1500,1500,0.0246
09f5188f945ed1e271cff15d3a85a5be,201508,20,22814.26,,,1,3500,15200,1591.25,26068,0,0,579.98,0.0222,0.1713,880,1014,0.5669
09f82657490fa91fad3c3e287281b0b9,201501,12,12012.25,584,1.0735,0,0,8300,1576.43,12912.9502,2500,0.3012,309.56,0.024,0.0955,0,2500,0.4887
09fda2220bbdc45c843ce08449e69bea,201504,34,18224.81,591,1.0878,1,1000,15075,235.21,23199.3008,1500,0.0995,506.59,0.0218,0.1335,795,1500,0.3478
0a07adb3d775957570a94d5c0da831cc,201504,5,13324.06,,,0,0,10675,235.21,13324.0596,2500,0.2342,325.45,0.0244,0.0814,795,2500,0.616
0a136febfd21dcda9ec69b3842f86a68,201704,15,16703.25,492,0.9509,1,2250,12250,482.94,17287,1700,0.1388,397.31,0.023,0.11,2895,1700,0.696
0a226236f6541362dc4b011e484d7108,201603,14,18275.57,483,0.9361,0,0,16025,228.54,20107.4102,5000,0.312,444.59,0.0221,0.1217,2693,5000,0.896
0a23938cd26025c7dbb2e5bd655ee2a9,201503,22,18076.46,547,1.012,1,1500,17575,297.47,21651.4609,2100,0.1195,475.95,0.022,0.1162,0,2100,0.6407
0a24fca91c61adc7fbe6deba076876cd,201604,12,15753,586,1.1253,0,0,10800,228.6,15753,1800,0.1667,413.91,0.0263,0.1023,795,1800,0.3193
0a27a1d07a9448d6ea3bd6b0d47fb92a,201606,23,13226.87,421,0.8058,0,0,9900,191.12,15055.7402,2500,0.2525,403.29,0.0268,0.1301,795,2500,0.4163
0a3f0f4db3b5aed582e5d8c46eee20f6,201603,18,12660.2,491,0.9516,0,0,10075,743.33,13735.5996,2000,0.1985,361.54,0.0263,0.1286,795,2000,0.456
0a48206e5ce6a40959a234c0bde05186,201512,18,5745.23,486,0.9247,0,0,3750,583.85,6692.25,1500,0.4,198,0.0296,0.1368,700,1500,0.0931
0a4bf10cfed4c3ce8fc6d7529735af37,201703,6,14331.3,538,1.0399,0,0,9350,295.76,14343.2305,1110,0.1187,355.89,0.0248,0.0978,0,1031,0.6772
0a5821f9f29dae97eaab5f7ea23d63f4,201507,20,21477.82,488,0.8966,1,4000,15850,100.72,24796.5,1000,0.0631,524.16,0.0211,0.1507,795,1000,0.4776
0a61f78a8d7e37fa707b7e73e7e13d46,201603,23,8878.4,502,0.9737,0,0,7200,228.54,10037.4004,2500,0.3472,297.68,0.0297,0.1751,0,2500,0.0882
0a6d4b7e94447151a8edebf867171c0f,201607,22,19826.76,,,0,0,18700,1597.84,25031.9805,1160,0.062,585.8,0.0234,0.1318,2500,1160,0.2403
0a80b76b8e27192cf5df01f70867c224,201506,7,24183.89,526,0.9707,1,5000,16475,680.82,24183.8906,1000,0.0607,555.67,0.023,0.1425,1489,1000,0.4978
0a89258547c73fbbc4f5f18afe94f8fa,201706,14,14618.95,520,0.9934,0,0,10625,277.75,15338,1015,0.0955,412.93,0.0269,0.1584,2650,1015,0.1187
0a90f348e81809d79e075565211fce93,201502,9,18270.64,,,0,0,12675,677.23,18837.9199,3000,0.2367,430.72,0.0229,0.0902,2000,3000,0.6426
0a94d3212457b0f018010bcd5586e8cb,201803,6,12609.16,,,0,0,9400,1427.71,12707.1299,2000,0.2128,285.1,0.0224,0.1324,0,3000,0.6892
0aaa7b2ed6fef3289959fab210f2d0d1,201704,18,10985.16,484,0.9381,0,0,8125,456.4,11594,1500,0.1846,340.47,0.0294,0.1568,795,1500,0.2124
0aafae3ca2e0dbe8dcb2299aeb4c6745,201603,22,18534.69,505,0.9795,0,0,14675,311.32,20720,3000,0.2044,449.54,0.0217,0.1198,2335,3000,0.3799
0abe79583e0644ed3f3d4dc90af93f31,201610,21,17504.7,511,0.9827,0,0,16300,141.78,19908,2000,0.1227,429.13,0.0216,0.0774,2500,2000,0.9085
0ac404944136448352e6a43956e365fa,201602,20,17714.4,,,1,2000,13375,228.68,19262.1094,2300,0.172,425.82,0.0221,0.135,795,2300,0.5129
0acdb11dd0111f35a015cc9e4f8a31fa,201512,14,20848.52,543,1.0317,1,1000,13750,1601.96,21962,2000,0.1455,501.03,0.0228,0.0835,795,2000,0.0278
0ad3bc2a01721b8e534254644ec32664,201505,24,21270.42,564,1.0301,1,2750,20675,1588.76,24708.2305,0,0,549.98,0.0223,0.1339,2000,4500,0.5407
0adb746771ea33a823099f71c16eb24d,201502,12,12884.37,558,1.0323,0,0,9700,296.01,13860.8203,1200,0.1237,373.13,0.0269,0.1569,1800,1200,0.3923
0af414ccf6437468bd0983a4a8ca33df,201509,17,20331.57,538,0.9837,0,0,14975,232.08,22268.5,4500,0.3005,499.98,0.0225,0.1326,2000,4500,0.4836
0af80058c9fd9324276a1e99434ee67b,201705,13,22133.64,610,1.1718,1,2500,12150,183.77,23755,1300,0.107,516.6,0.0217,0.082,2895,2397,0.5257
0b0b1d01f225423cc9ee255896511084,201502,27,22341.82,,,1,2000,15625,236.33,24556.3906,1000,0.064,564.22,0.023,0.0757,2795,1000,0.5032
0b0fef94a8cd5fe4494ca30230c29342,201507,16,18773.26,,,0,0,15300,680.93,19858.7207,2500,0.1634,472.08,0.0238,0.1598,795,2500,0.7428
0b174451e89fefe79c9374e3696c4909,201511,13,21495.89,588,1.12,0,0,17900,457.49,22556.7207,2000,0.1117,592.68,0.0263,0.0951,2795,2000,0.8019
0b25056b2a3c3eb5cc18d55654ba2225,201701,9,17167.55,,,0,0,13325,691.89,17263,1880,0.1411,396.29,0.023,0.0992,1400,4080,0.5313
0b3240a1df8f5d302eaf70f5da2c7ad4,201603,25,12152.11,479,0.9274,0,0,11075,1394.06,14805.4404,500,0.0451,419.05,0.0283,0.1232,2000,1600,0.5786
0b388e40f33ad8123ef558eb94f9cfdb,201502,23,15858.06,556,1.0291,0,0,12975,311.41,17427.5898,500,0.0385,487.91,0.028,0.1046,629,1720,0.4039
0b3a7ba6ee1831751b751332c2c3134f,201603,14,22455.36,501,0.9714,0,0,16175,850.44,23086.3496,6000,0.3709,533.53,0.0231,0.127,795,3187,0.4362
0b3e868341f73206b6696a88c353355b,201709,8,22613.4,550,1.0505,0,0,19200,231.66,22855,2200,0.1146,689.68,0.0302,0.1188,795,2200,0.4821
0b456e0888fa51b732ff486b94e6c4bd,201612,10,14710.03,427,0.8185,1,2500,10150,68.24,15171,950,0.0936,350.59,0.0231,0.1795,600,950,0.4874
0b4afd0a588d64feff36cacba4a9fff7,201512,28,15365.19,520,0.9876,0,0,15950,1601.96,18879,2000,0.1254,414.73,0.022,0.1121,0,2000,0
0b65251f93f478b18d165a3cceb28e7a,201602,7,14519.25,461,0.8849,0,0,10250,1596.74,14790,2500,0.2439,395.9,0.0268,0.1099,495,2500,0.6486
0b7e6e51f0ab84eb240172dc1c212209,201511,16,19172.63,418,0.7955,1,1500,11400,100.2,19683,1000,0.0877,452.24,0.023,0.0732,795,-827.1,0.0296
0b84b3b21b61cc71eaddc3e618143db7,201608,24,17572.77,516,0.9853,1,1000,9800,871.41,18339.4609,1200,0.1224,408.54,0.0223,0.149,2820,1200,0.4293
0b90282e2097c182e5cd76f4ec2404da,201703,18,15891.63,479,0.9285,0,0,10525,230.51,16740.0996,3500,0.3325,491.69,0.0294,0.1513,1695,3500,0.0747
0b99c83fc382a21fe09c6be975f351c9,201606,10,14995.25,472,0.904,0,0,10025,68.83,14995.25,1000,0.0998,444.65,0.0297,0.1173,2000,1000,0.6084
0ba6e11f4846f5dc5e98ec951edf9db4,201502,18,13069.42,526,0.9733,0,0,9875,578.19,14352.6504,1600,0.162,421.43,0.0294,0.1969,2795,2100,0.2107
0bae8e6e4c28523a026180587c7af255,201501,24,13687.83,,,0,0,11500,237.76,14875,1850,0.1609,383.15,0.0258,0.1107,850,1850,0.3481
0bbf412f69306ed0e88a62d9946e1522,201503,4,11482,621,1.1453,0,0,9350,187.24,11482,2100,0.2246,261.27,0.0228,0.1108,695,2100,0.8108
0bc25d27d312c81e07ceff0cf1693d20,201511,14,9636.25,,,0,0,5750,582.73,10411.3301,500,0.087,288.65,0.0277,0.1804,2795,500,0.5286
0bce955bff88fb17ada1b4bc64f576f4,201504,6,18052.91,645,1.1871,0,0,14200,827.77,18143.9492,1700,0.1197,404.19,0.0223,0.1054,1525,1700,0.6907
0bd0b166fa5a02221e2bd0889800d5a6,201503,26,20750.47,,,1,2000,17875,823.4,23192.5996,1000,0.0559,516.81,0.0223,0.1276,799,1000,0.5402
0bdb2f9cd055fcdba737832041960c8d,201607,22,18709.67,567,1.0823,1,1500,11150,1597.84,22414.5391,700,0.0628,515.01,0.023,0.1051,2795,810,0.4223
0be2bbac2f69d94f2712fc18dc0ee14e,201602,18,9080.73,604,1.1582,0,0,6875,228.68,9339.3604,1200,0.1745,272.75,0.0292,0.1215,550,1200,0.0404
0be76a5a2af5323d5d4f0040b0a40578,201512,17,12570.72,,,0,0,8550,746.3,13467,1500,0.1754,352.71,0.0262,0.0952,795,1500,0.2074
0bed41947fef7a48fa7e9a0673f28c6d,201609,21,8338.18,,,0,0,6650,318.55,9339.5,1000,0.1504,244.16,0.0261,0.0651,506,1000,0.3754
0bf48a5a6a455e2cd1474576d0b4767d,201512,35,16466.69,587,1.1212,1,2250,12800,583.85,22678.5898,1000,0.0781,549.79,0.0242,0.1202,1910,-1455,0.5732
0c01e67ae1dbf719fc69c5b42c23918e,201511,22,25201.01,561,1.0676,1,2000,17000,230.52,28292.6309,2000,0.1176,645.29,0.0228,0.0899,2000,-3051.43,0.4067
0c0678c1c749ae1db8b59f9935dc1019,201505,15,18710.84,,,1,1000,12900,188.88,19828,0,0,441.35,0.0223,0.1263,2000,1476.13,0.4618
0c1510b223cf653deccaa760fd871ca9,201510,25,15171.95,547,1.0032,0,0,13750,846.89,18248.5898,2000.51,0.1455,394.78,0.0216,0.1075,2603,2000.51,0.4762
0c23751fae3695065cc1bc6f046284d9,201508,30,12058.62,,,0,0,9400,232.42,14415,1000,0.1064,320.57,0.0222,0.0867,0,1000,0.2956
0c253d26ff0037858716819f93464c0c,201503,25,15486.29,543,1.0054,0,0,16125,235.16,17203.75,5000,0.3101,454.7,0.0264,0.1133,0,5000,0.4162
0c3cdda1cea59c6436aeeb6a0b5e0acc,201510,5,14026.4,482,0.8934,1,500,25575,682.26,14026.4004,0,0,320.23,0.0228,0.0712,0,19000,0
0c57b8c24d399b6516f2a0fa9b47caff,201606,16,8971.14,,,0,0,6975,182.4,10498.4805,1100,0.1577,267.13,0.0254,0.1316,0,1100,0.4919
0c60f9fa0c178509c1633ca066fd9260,201703,6,12742.94,,,0,0,9500,189.32,12930,2355,0.2479,321.56,0.0249,0.0952,2694,2355,0.8391
0c6854ee9178a250dc97ccf3fcc4c42d,201603,18,15355.82,,,1,2000,13350,228.54,16464.9805,2000,0.1498,354.89,0.0216,0.1868,795,2000,0.0363
0c72254268971f0384bcef9d4788797d,201608,17,16981.89,532,1.0165,0,0,12225,1601.02,18333.5703,1600,0.1309,421.17,0.023,0.0906,2750,1600,0.5297
0c8387e45b57cc5cb7174601f2c6e32a,201503,38,19281.21,,,1,2500,18925,187.39,23802,0,0,488.19,0.0205,0.1365,0,1000,0.2697
0c8904e843e06991e54347d4d26572c8,201803,7,19901.02,519,0.9912,1,2000,11950,196.43,19901.0195,850,0.0711,466.91,0.0235,0.0576,2895,3850,0.6989
0ca19e2a7d330d320b5789e05f0547b5,201603,5,8518.31,493,0.9552,0,0,6000,850.44,8518.3096,3000,0.5,244.96,0.0288,0.0655,795,3000,0.4887
